Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"On cycling risk and discomfort: urban safety mapping and bike route recommendations","Computing","","102","5","10.1007/s00607-019-00771-y","David Castells-GraellsChristopher SalahubEvangelos Pournaras","2020","http://link.springer.com/article/10.1007/s00607-019-00771-y","Article"
"A deep learning based framework for optimizing cloud consumer QoS-based service composition","Computing","","102","5","10.1007/s00607-019-00784-7","Samar HaytamyFatma Omara","2020","http://link.springer.com/article/10.1007/s00607-019-00784-7","Article"
"Visualization Component for the Aircraft Real-Time Operating System JetOS","Programming and Computer Software","","46","3","10.1134/S0361768820030020","B. Kh. BarladianL. Z. ShapiroK. A. MallachievA. V. KhoroshilovYu. A. SolodelovA. G. VoloboyV. A. GalaktionovI. V. Koverninskii","2020","http://link.springer.com/article/10.1134/S0361768820030020","Article"
"Restoration of Lighting Parameters in Mixed Reality Systems Using Convolutional Neural Network Technology Based on RGBD Images","Programming and Computer Software","","46","3","10.1134/S0361768820030093","M. I. SorokinD. D. ZhdanovA. D. ZhdanovI. S. PoteminN. N. Bogdanov","2020","http://link.springer.com/article/10.1134/S0361768820030093","Article"
"Visualization of Large Scenes with Deterministic Dynamics","Programming and Computer Software","","46","3","10.1134/S036176882003007X","V. A. SemenovV. N. ShutkinV. A. ZolotovS. V. MorozovV. I. Gonakhchyan","2020","http://link.springer.com/article/10.1134/S036176882003007X","Article"
"EmotionMap: Visual Analysis of Video Emotional Content on a Map","Journal of Computer Science and Technology","","35","3","10.1007/s11390-020-0271-2","Cui-Xia MaJian-Cheng SongQian ZhuKevin MaherZe-Yuan HuangHong-An Wang","2020","http://link.springer.com/article/10.1007/s11390-020-0271-2","Article"
"Next POI Recommendation Based on Location Interest Mining with Recurrent Neural Networks","Journal of Computer Science and Technology","","35","3","10.1007/s11390-020-9107-3","Ming ChenWen-Zhong LiLin QianSang-Lu LuDao-Xu Chen","2020","http://link.springer.com/article/10.1007/s11390-020-9107-3","Article"
"Software system design based on patterns for Newton-type methods","Computing","","102","4","10.1007/s00607-019-00759-8","Ricardo Serrato-BarreraGustavo Rodríguez-GómezJulio César Pérez-SansalvadorSaúl Pomares-HernándezLeticia Flores-PulidoAntonio Muñoz","2020","http://link.springer.com/article/10.1007/s00607-019-00759-8","Article"
"A review of CUDA optimization techniques and tools for structured grid computing","Computing","","102","4","10.1007/s00607-019-00744-1","Mayez A. Al-MouhamedAyaz H. KhanNazeeruddin Mohammad","2020","http://link.springer.com/article/10.1007/s00607-019-00744-1","Article"
"SVM ensembles for named entity disambiguation","Computing","","102","4","10.1007/s00607-019-00748-x","Amal AlokailiMohamed El Bachir Menai","2020","http://link.springer.com/article/10.1007/s00607-019-00748-x","Article"
"An approach to merge collaborating processes of an inter-organizational business process for artifact lifecycle synthesis","Computing","","102","4","10.1007/s00607-019-00770-z","Jyothi KunchalaJian YuSira YongchareonChengfei Liu","2020","http://link.springer.com/article/10.1007/s00607-019-00770-z","Article"
"IMPULP: A Hardware Approach for In-Process Memory Protection via User-Level Partitioning","Journal of Computer Science and Technology","","35","2","10.1007/s11390-020-9703-2","Yang-Yang ZhaoMing-Yu ChenYu-Hang LiuZong-Hao YangXiao-Jing ZhuZong-Hui HongYun-Ge Guo","2020","http://link.springer.com/article/10.1007/s11390-020-9703-2","Article"
"Bigflow: A General Optimization Layer for Distributed Computing Frameworks","Journal of Computer Science and Technology","","35","2","10.1007/s11390-020-9702-3","Yun-Cong ZhangXiao-Yang WangCong WangYao XuJian-Wei ZhangXiao-Dong LinGuang-Yu SunGong-Lin ZhengShan-Hui YinXian-Jin YeLi LiZhan SongDong-Dong Miao","2020","http://link.springer.com/article/10.1007/s11390-020-9702-3","Article"
"MPI-RCDD: A Framework for MPI Runtime Communication Deadlock Detection","Journal of Computer Science and Technology","","35","2","10.1007/s11390-020-9701-4","Hong-Mei WeiJian GaoPeng QingKang YuYan-Fei FangMing-Lu Li","2020","http://link.springer.com/article/10.1007/s11390-020-9701-4","Article"
"Study on text representation method based on deep learning and topic information","Computing","","102","3","10.1007/s00607-019-00755-y","Zilong JiangShu GaoLiangchen Chen","2020","http://link.springer.com/article/10.1007/s00607-019-00755-y","Article"
"A Modular Extension for a Computer Algebra System","Programming and Computer Software","","46","2","10.1134/S036176882002005X","M. N. GevorkyanA. V. KorolkovaD. S. KulyabovL. A. Sevast’yanov","2020","http://link.springer.com/article/10.1134/S036176882002005X","Article"
"On a Machine-Checked Proof for Fraction Arithmetic over a GCD Domain","Programming and Computer Software","","46","2","10.1134/S0361768820020073","S. D. Meshveliani","2020","http://link.springer.com/article/10.1134/S0361768820020073","Article"
"Ontology-based discovery of time-series data sources for landslide early warning system","Computing","","102","3","10.1007/s00607-019-00730-7","Jedsada PhengsuwanTejal ShahPhilip JamesDhavalkumar ThakkerStuart BarrRajiv Ranjan","2020","http://link.springer.com/article/10.1007/s00607-019-00730-7","Article"
"Exploiting Multiple Correlations Among Urban Regions for Crowd Flow Prediction","Journal of Computer Science and Technology","","35","2","10.1007/s11390-020-9970-y","Qiang ZhouJing-Jing GuChao LingWen-Bo LiYi ZhuangJian Wang","2020","http://link.springer.com/article/10.1007/s11390-020-9970-y","Article"
"Differential Geometry and Mechanics: A Source for Computer Algebra Problems","Programming and Computer Software","","46","2","10.1134/S0361768820020097","V. N. SalnikovA. Hamdouni","2020","http://link.springer.com/article/10.1134/S0361768820020097","Article"
"A method for using temporal reasoners to answer the history of science questions","International Journal of Information Technology","","12","1","10.1007/s41870-019-00373-z","Bahareh BahadoraniAhmad Zaeri","2020","http://link.springer.com/article/10.1007/s41870-019-00373-z","Article"
"Research on statistical machine translation model based on deep neural network","Computing","","102","3","10.1007/s00607-019-00752-1","Ying Xia","2020","http://link.springer.com/article/10.1007/s00607-019-00752-1","Article"
"Minimal Representations and Algebraic Relations for Single Nested Products","Programming and Computer Software","","46","2","10.1134/S0361768820020103","Carsten Schneider","2020","http://link.springer.com/article/10.1134/S0361768820020103","Article"
"Editorial","International Journal of Information Technology","","12","1","10.1007/s41870-019-00411-w","M. N. Hoda","2020","http://link.springer.com/article/10.1007/s41870-019-00411-w","Article"
"An optimized cognitive-assisted machine translation approach for natural language processing","Computing","","102","3","10.1007/s00607-019-00741-4","Abdulaziz AlarifiAyed Alwadain","2020","http://link.springer.com/article/10.1007/s00607-019-00741-4","Article"
"You Are How You Behave – Spatiotemporal Representation Learning for College Student Academic Achievement","Journal of Computer Science and Technology","","35","2","10.1007/s11390-020-9971-x","Xiao-Lin LiLi MaXiang-Dong HeHui Xiong","2020","http://link.springer.com/article/10.1007/s11390-020-9971-x","Article"
"Sequential Recommendation via Cross-Domain Novelty Seeking Trait Mining","Journal of Computer Science and Technology","","35","2","10.1007/s11390-020-9945-z","Fu-Zhen ZhuangYing-Min ZhouHao-Chao YingFu-Zheng ZhangXiang AoXing XieQing HeHui Xiong","2020","http://link.springer.com/article/10.1007/s11390-020-9945-z","Article"
"Bifurcations of Periodic Solutions of a Hamiltonian System with a Discrete Symmetry Group","Programming and Computer Software","","46","2","10.1134/S0361768820020036","A. B. Batkhin","2020","http://link.springer.com/article/10.1134/S0361768820020036","Article"
"Re-joining of authorized nodes in MANETs using EGSR scheme and detection of internal attacks using 2ACK shceme","International Journal of Information Technology","","12","1","10.1007/s41870-018-0155-7","Tejpreet SinghJaswinder SinghSandeep Sharma","2020","http://link.springer.com/article/10.1007/s41870-018-0155-7","Article"
"Quality attributes use in architecture design decision methods: research and practice","Computing","","102","2","10.1007/s00607-019-00758-9","Ioanna LytraCarlos CarrilloRafael CapillaUwe Zdun","2020","http://link.springer.com/article/10.1007/s00607-019-00758-9","Article"
"Data quality and the Internet of Things","Computing","","102","2","10.1007/s00607-019-00746-z","Caihua LiuPatrick NitschkeSusan P. WilliamsDidar Zowghi","2020","http://link.springer.com/article/10.1007/s00607-019-00746-z","Article"
"Interpretation and automatic integration of geospatial data into the Semantic Web","Computing","","102","2","10.1007/s00607-019-00701-y","Claire PrudhommeTimo HomburgJean-Jacques PoncianoFrank BoochsChristophe CruzAna-Maria Roxin","2020","http://link.springer.com/article/10.1007/s00607-019-00701-y","Article"
"Automatic hate speech detection using killer natural language processing optimizing ensemble deep learning approach","Computing","","102","2","10.1007/s00607-019-00745-0","Zafer Al-MakhadmehAmr Tolba","2020","http://link.springer.com/article/10.1007/s00607-019-00745-0","Article"
"Mochi: Composing Data Services for High-Performance Computing Environments","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9802-0","Robert B. RossGeorge AmvrosiadisPhilip CarnsCharles D. CranorMatthieu DorierKevin HarmsGreg GangerGarth GibsonSamuel K. GutierrezRobert LathamBob RobeyDana RobinsonBradley SettlemyerGalen ShipmanShane SnyderJerome Soumagne","2020","http://link.springer.com/article/10.1007/s11390-020-9802-0","Article"
"Design and Implementation of the Tianhe-2 Data Storage and Management System","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9799-4","Yu-Tong LuPeng ChengZhi-Guang Chen","2020","http://link.springer.com/article/10.1007/s11390-020-9799-4","Article"
"SmartPipe: Towards Interoperability of Industrial Applications via Computational Reflection","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9694-z","Su ZhangHua-Qian CaiYun MaTian-Yue FanYing ZhangGang Huang","2020","http://link.springer.com/article/10.1007/s11390-020-9694-z","Article"
"I/O Acceleration via Multi-Tiered Data Buffering and Prefetching","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9781-1","Anthony KougkasHariharan DevarajanXian-He Sun","2020","http://link.springer.com/article/10.1007/s11390-020-9781-1","Article"
"Ad Hoc File Systems for High-Performance Computing","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9801-1","André BrinkmannKathryn MohrorWeikuan YuPhilip CarnsToni CortesScott A. KlaskyAlberto MirandaFranz-Josef PfreundtRobert B. RossMarc-André Vef","2020","http://link.springer.com/article/10.1007/s11390-020-9801-1","Article"
"ExaHDF5: Delivering Efficient Parallel I/O on Exascale Computing Systems","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9822-9","Suren BynaM. Scot BreitenfeldBin DongQuincey KoziolElena PourmalDana RobinsonJerome SoumagneHoujun TangVenkatram VishwanathRichard Warren","2020","http://link.springer.com/article/10.1007/s11390-020-9822-9","Article"
"Gfarm/BB — Gfarm File System for Node-Local Burst Buffer","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9803-z","Osamu TatebeShukuko MoriwakeYoshihiro Oyama","2020","http://link.springer.com/article/10.1007/s11390-020-9803-z","Article"
"Labeled Network Stack: A High-Concurrency and Low-Tail Latency Cloud Server Framework for Massive IoT Devices","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9651-x","Wen-Li ZhangKe LiuYi-Fan ShenYa-Zhu LanHui SongMing-Yu ChenYuan-Fei Chen","2020","http://link.springer.com/article/10.1007/s11390-020-9651-x","Article"
"A Fast Algorithm for Classifying Seismic Events Using Distributed Computations in Apache Spark Framework","Programming and Computer Software","","46","1","10.1134/S0361768820010053","S. E. PopovR. Yu. Zamaraev","2020","http://link.springer.com/article/10.1134/S0361768820010053","Article"
"GekkoFS — A Temporary Burst Buffer File System for HPC Applications","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9797-6","Marc-André VefNafiseh MotiTim SüßMarkus TackeTommaso TocciRamon NouAlberto MirandaToni CortesAndré Brinkmann","2020","http://link.springer.com/article/10.1007/s11390-020-9797-6","Article"
"Lessons Learned from Optimizing the Sunway Storage System for Higher Application I/O Performance","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9798-5","Qi ChenKang ChenZuo-Ning ChenWei XueXu JiBin Yang","2020","http://link.springer.com/article/10.1007/s11390-020-9798-5","Article"
"Methodology and Tools for Designing Binary Neural Networks","Programming and Computer Software","","46","1","10.1134/S0361768820010065","I. V. Stepanyan","2020","http://link.springer.com/article/10.1134/S0361768820010065","Article"
"CirroData: Yet Another SQL-on-Hadoop Data Analytics Engine with High Performance","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9536-z","Zheng-Hao JinHaiyang ShiYing-Xin HuLi ZhaXiaoyi Lu","2020","http://link.springer.com/article/10.1007/s11390-020-9536-z","Article"
"Transient fault aware application partitioning computational offloading algorithm in microservices based mobile cloudlet networks","Computing","","102","1","10.1007/s00607-019-00733-4","Abdullah LakhanXiaoping Li","2020","http://link.springer.com/article/10.1007/s00607-019-00733-4","Article"
"Bringing SQL databases to key-based NoSQL databases: a canonical approach","Computing","","102","1","10.1007/s00607-019-00736-1","Geomar A. SchreinerDenio DuarteRonaldo dos Santos Mello","2020","http://link.springer.com/article/10.1007/s00607-019-00736-1","Article"
"Intermediate Representation of Programs with Type Specification Based on Pattern Matching","Programming and Computer Software","","46","1","10.1134/S0361768820010077","V. A. VaseninM. A. Krivchikov","2020","http://link.springer.com/article/10.1134/S0361768820010077","Article"
"Preface","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-0001-9","","2020","http://link.springer.com/article/10.1007/s11390-020-0001-9","Article"
"Aspects of Continuous User Identification Based on Free Texts and Hidden Monitoring","Programming and Computer Software","","46","1","10.1134/S036176882001003X","E. A. KochegurovaYu. A. Martynova","2020","http://link.springer.com/article/10.1134/S036176882001003X","Article"
"A semi-Automatic Approach for Parallel Problem Solving using the Multi-BSP Model","Programming and Computer Software","","45","8","10.1134/S0361768819080103","M. AlanizS. Nesmachnow","2019","http://link.springer.com/article/10.1134/S0361768819080103","Article"
"Next-Generation Intermediate Representations for Binary Code Analysis","Programming and Computer Software","","45","7","10.1134/S0361768819070107","M. A. SolovevM. G. BakulinM. S. GorbachevD. V. ManushinV. A. PadaryanS. S. Panasenko","2019","http://link.springer.com/article/10.1134/S0361768819070107","Article"
"A Method for Analyzing Code-Reuse Attacks","Programming and Computer Software","","45","8","10.1134/S0361768819080061","A. V. VishnyakovA. R. NurmukhametovSh. F. KurmangaleevS. S. Gaisaryan","2019","http://link.springer.com/article/10.1134/S0361768819080061","Article"
"Building the Software-Defined Data Center","Programming and Computer Software","","45","8","10.1134/S0361768819080048","B. M. ShabanovO. I. Samovarov","2019","http://link.springer.com/article/10.1134/S0361768819080048","Article"
"Automated Generation of Machine Instruction Decoders","Programming and Computer Software","","45","7","10.1134/S0361768819070065","N. Yu. FokinaM. A. Solovev","2019","http://link.springer.com/article/10.1134/S0361768819070065","Article"
"Graphs Resemblance based Software Birthmarks through Data Mining for Piracy Control","Programming and Computer Software","","45","8","10.1134/S0361768819080152","S. SarwarZ. Ul. QayyumM. SafyanM. IqbalY. Mahmood","2019","http://link.springer.com/article/10.1134/S0361768819080152","Article"
"TouchMetric: a machine learning based continuous authentication feature testing mobile application","International Journal of Information Technology","","11","4","10.1007/s41870-019-00306-w","Saeed SametMohd Tazim IshraqueMehdi GhadamyariKrishna KakadiyaYash MistryYoussef Nakkabi","2019","http://link.springer.com/article/10.1007/s41870-019-00306-w","Article"
"On Effective Scheduling in Computing Clusters","Programming and Computer Software","","45","7","10.1134/S0361768819070077","D. A. GrushinN. N. Kuzyurin","2019","http://link.springer.com/article/10.1134/S0361768819070077","Article"
"Assessing mobile applications performance and energy consumption through experiments and Stochastic models","Computing","","101","12","10.1007/s00607-019-00707-6","Júlio MendonçaErmeson AndradeRicardo Lima","2019","http://link.springer.com/article/10.1007/s00607-019-00707-6","Article"
"Batch activity: enhancing business process modeling and enactment with batch processing","Computing","","101","12","10.1007/s00607-019-00717-4","Luise PufahlMathias Weske","2019","http://link.springer.com/article/10.1007/s00607-019-00717-4","Article"
"Analysis and prediction of crime patterns using big data","International Journal of Information Technology","","11","4","10.1007/s41870-018-0260-7","Ravi KumarBharti Nagpal","2019","http://link.springer.com/article/10.1007/s41870-018-0260-7","Article"
"Homomorphically encrypted k-means on cloud-hosted servers with low client-side load","Computing","","101","12","10.1007/s00607-019-00711-w","Georgios SakellariouAnastasios Gounaris","2019","http://link.springer.com/article/10.1007/s00607-019-00711-w","Article"
"Testing the Conformance of Implementations of the EAP Protocol and Its Methods to Internet Specifications","Programming and Computer Software","","45","7","10.1134/S0361768819070090","A. V. NikeshinV. Z. Shnitman","2019","http://link.springer.com/article/10.1134/S0361768819070090","Article"
"On Online Algorithms for Bin, Strip, and Box Packing, and Their Worst-Case and Average-Case Analysis","Programming and Computer Software","","45","8","10.1134/S0361768819080036","D. O. LazarevN. N. Kuzyurin","2019","http://link.springer.com/article/10.1134/S0361768819080036","Article"
"Software Advances using n-agents Wireless Communication Integration for Optimization of Surrounding Recognition and Robotic Group Dead Reckoning","Programming and Computer Software","","45","8","10.1134/S0361768819080139","M. IvanovO. SergiyenkoV. TyrsaL. LindnerJ. C. Rodriguez-QuiñonezW. Flores-FuentesM. Rivas-LopezD. Hernández-BalbuenaJ. I. Nieto Hipólito","2019","http://link.springer.com/article/10.1134/S0361768819080139","Article"
"Editorial","International Journal of Information Technology","","11","4","10.1007/s41870-019-00369-9","M. N. Hoda","2019","http://link.springer.com/article/10.1007/s41870-019-00369-9","Article"
"Regression based FPGA power estimation tool (FPE_Tool) for embedded multiplier block","International Journal of Information Technology","","11","4","10.1007/s41870-018-0193-1","Gaurav VermaRahul KumarVijay Khare","2019","http://link.springer.com/article/10.1007/s41870-018-0193-1","Article"
"On Representation of Simulation Time in Functional Programming Style","Programming and Computer Software","","45","8","10.1134/S0361768819080073","D. V. BuzdalovA. K. PetrenkoA. V. Khoroshilov","2019","http://link.springer.com/article/10.1134/S0361768819080073","Article"
"Hinode: implementing a vertex-centric modelling approach to maintaining historical graph data","Computing","","101","12","10.1007/s00607-019-00715-6","Andreas KosmatopoulosAnastasios GounarisKostas Tsichlas","2019","http://link.springer.com/article/10.1007/s00607-019-00715-6","Article"
"Exploratory Search for Scientific Articles","Programming and Computer Software","","45","7","10.1134/S0361768819070089","Y. R. NedumovS. D. Kuznetsov","2019","http://link.springer.com/article/10.1134/S0361768819070089","Article"
"Path Querying with Conjunctive Grammars by Matrix Multiplication","Programming and Computer Software","","45","7","10.1134/S0361768819070041","R. AzimovS. Grigorev","2019","http://link.springer.com/article/10.1134/S0361768819070041","Article"
"Security concerns and countermeasures in cloud computing: a qualitative analysis","International Journal of Information Technology","","11","4","10.1007/s41870-018-0108-1","AnjanaAjit Singh","2019","http://link.springer.com/article/10.1007/s41870-018-0108-1","Article"
"Dynamic Detection of Use-After-Free Bugs","Programming and Computer Software","","45","7","10.1134/S0361768819070028","S. A. AsryanS. S. GaissaryanSh. F. KurmangaleevA. M. AghabalyanN. G. HovsepyanS. S. Sargsyan","2019","http://link.springer.com/article/10.1134/S0361768819070028","Article"
"Hybrid Model for Efficient Anomaly Detection in Short-timescale GWAC Light Curves and Similar Datasets","Programming and Computer Software","","45","8","10.1134/S0361768819080176","Y. SunZ. ZhaoX. MaZ. Du","2019","http://link.springer.com/article/10.1134/S0361768819080176","Article"
"On the performance, availability and energy consumption modelling of clustered IoT systems","Computing","","101","12","10.1007/s00607-019-00720-9","Enver EverPurav ShahLeonardo MostardaFredrick OmondiOrhan Gemikonakli","2019","http://link.springer.com/article/10.1007/s00607-019-00720-9","Article"
"A study on stress management with respect to level and background of education of employees in IT–ITeS companies","International Journal of Information Technology","","11","4","10.1007/s41870-018-0161-9","Rupali Arora","2019","http://link.springer.com/article/10.1007/s41870-018-0161-9","Article"
"Development of village information system for Faridkot district using remote sensing and geographic information system","International Journal of Information Technology","","11","4","10.1007/s41870-018-0180-6","Ramandeep KaurA. K. JainHarpinder Singh","2019","http://link.springer.com/article/10.1007/s41870-018-0180-6","Article"
"Personalized detection of lane changing behavior using multisensor data fusion","Computing","","101","12","10.1007/s00607-019-00712-9","Jun GaoYi Lu MurpheyHonghui Zhu","2019","http://link.springer.com/article/10.1007/s00607-019-00712-9","Article"
"An accurate and flexible technique for camera calibration","Computing","","101","12","10.1007/s00607-019-00723-6","Jun JiangLiangcai ZengBin ChenYang LuWei Xiong","2019","http://link.springer.com/article/10.1007/s00607-019-00723-6","Article"
"Design and Implementation of Port-Mapped IO Management Subsystem and Kernel Interface for True Microkernels on IA-32 Processors","Programming and Computer Software","","45","6","10.1134/S0361768819060033","Yauhen Klimiankou","2019","http://link.springer.com/article/10.1134/S0361768819060033","Article"
"XDN: cross-device framework for custom notifications management","Computing","","101","11","10.1007/s00607-018-0686-6","Fulvio CornoLuigi De RussisTeodoro Montanaro","2019","http://link.springer.com/article/10.1007/s00607-018-0686-6","Article"
"Performance Evaluation of a Hybrid Computer Cluster Built on IBM POWER8 Microprocessors","Programming and Computer Software","","45","6","10.1134/S0361768819060057","S. I. Mal’kovskiiA. A. SorokinS. P. KorolevA. A. ZatsarinnyiG. I. Tsoi","2019","http://link.springer.com/article/10.1134/S0361768819060057","Article"
"Security Attacks in Named Data Networking: A Review and Research Directions","Journal of Computer Science and Technology","","34","6","10.1007/s11390-019-1978-9","Naveen KumarAshutosh Kumar SinghAbdul AleemShashank Srivastava","2019","http://link.springer.com/article/10.1007/s11390-019-1978-9","Article"
"Interactive Near Duplicate Search in Software Documentation","Programming and Computer Software","","45","6","10.1134/S0361768819060045","D. V. LucivD. V. KoznovA. A. ShelikhovskiiK. Yu. RomanovskyG. A. ChernishevA. N. TerekhovD. A. GrigorievA. N. SmirnovaD. V. BorovkovA. I. Vasenina","2019","http://link.springer.com/article/10.1134/S0361768819060045","Article"
"Understanding and estimating quality of experience in WebRTC applications","Computing","","101","11","10.1007/s00607-018-0669-7","Boni GarcíaMicael GallegoFrancisco GortázarAntonia Bertolino","2019","http://link.springer.com/article/10.1007/s00607-018-0669-7","Article"
"HybridTune: Spatio-Temporal Performance Data Correlation for Performance Diagnosis of Big Data Systems","Journal of Computer Science and Technology","","34","6","10.1007/s11390-019-1968-y","Rui RenJiechao ChengXi-Wen HeLei WangJian-Feng ZhanWan-Ling GaoChun-Jie Luo","2019","http://link.springer.com/article/10.1007/s11390-019-1968-y","Article"
"Artistic Augmentation of Photographs with Droplets","Journal of Computer Science and Technology","","34","6","10.1007/s11390-019-1976-y","Mo-Han ZhangJin-Hui YuKang ZhangJun-Song Zhang","2019","http://link.springer.com/article/10.1007/s11390-019-1976-y","Article"
"JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY","Journal of Computer Science and Technology","","34","6","10.1007/s11390-019-1981-5","","2019","http://link.springer.com/article/10.1007/s11390-019-1981-5","Article"
"CUDA-Based Method to Boost Target Performance Evaluation of Space Systems for Automatic Mobile Object Identification and Localization","Programming and Computer Software","","45","6","10.1134/S0361768819060070","Ya. A. Skorokhodov","2019","http://link.springer.com/article/10.1134/S0361768819060070","Article"
"The role of collaborative tagging and ontologies in emerging semantic of web resources","Computing","","101","10","10.1007/s00607-019-00704-9","Sara QassimiEl Hassan Abdelwahed","2019","http://link.springer.com/article/10.1007/s00607-019-00704-9","Article"
"Feature selection based on community detection in feature correlation networks","Computing","","101","10","10.1007/s00607-019-00705-8","Miloš SavićVladimir KurbalijaZoran BosnićMirjana Ivanović","2019","http://link.springer.com/article/10.1007/s00607-019-00705-8","Article"
"Bulk-loading and bulk-insertion algorithms for 
                
                  
                
                $$\hbox {xBR}^{+}\hbox {-trees}$$
                
                  
                    
                      
                        xBR
                        +
                      
                      -trees
                    
                  
                
               in Solid State Drives","Computing","","101","10","10.1007/s00607-019-00709-4","George RoumelisAthanasios FevgasMichael VassilakopoulosAntonio CorralPanayiotis BozanisYannis Manolopoulos","2019","http://link.springer.com/article/10.1007/s00607-019-00709-4","Article"
"Graph-Based Software Framework for Implementation of Complex Computational Methods","Programming and Computer Software","","45","5","10.1134/S0361768819050062","A. P. SokolovA. Yu. Pershin","2019","http://link.springer.com/article/10.1134/S0361768819050062","Article"
"DP-Share: Privacy-Preserving Software Defect Prediction Model Sharing Through Differential Privacy","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1958-0","Xiang ChenDun ZhangZhan-Qi CuiQing GuXiao-Lin Ju","2019","http://link.springer.com/article/10.1007/s11390-019-1958-0","Article"
"Automatic Detection and Repair Recommendation for Missing Checks","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1955-3","Ling-Yun SituLin-Zhang WangYang LiuBing MaoXuan-Dong Li","2019","http://link.springer.com/article/10.1007/s11390-019-1955-3","Article"
"Graph Embedding Based API Graph Search and Recommendation","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1956-2","Chun-Yang LingYan-Zhen ZouZe-Qi LinBing Xie","2019","http://link.springer.com/article/10.1007/s11390-019-1956-2","Article"
"Package of Procedures for Inverting Matrices Whose Entries are Linear Difference Operators","Programming and Computer Software","","45","5","10.1134/S0361768819020026","S. A. AbramovD. E. Khmelnov","2019","http://link.springer.com/article/10.1134/S0361768819020026","Article"
"Semi-Supervised Learning Based Tag Recommendation for Docker Repositories","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1954-4","Wei ChenJia-Hong ZhouJia-Xin ZhuGuo-Quan WuJun Wei","2019","http://link.springer.com/article/10.1007/s11390-019-1954-4","Article"
"Open educational practices at Uttarakhand Open University: from policies to implementation","International Journal of Information Technology","","11","3","10.1007/s41870-018-0208-y","Jeetendra Pande","2019","http://link.springer.com/article/10.1007/s41870-018-0208-y","Article"
"Degree-of-Node Task Scheduling of Fine-Grained Parallel Programs on Heterogeneous Systems","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1962-4","Han LinMing-Fan LiCheng-Fan JiaJun-Nan LiuHong An","2019","http://link.springer.com/article/10.1007/s11390-019-1962-4","Article"
"Application of Fuzzy DEMATEL Approach in Analyzing Mobile App Issues","Programming and Computer Software","","45","5","10.1134/S0361768819050050","Mamta PandeyRatnesh LitoriyaPrateek Pandey","2019","http://link.springer.com/article/10.1134/S0361768819050050","Article"
"CBSC: A Crowdsensing System for Automatic Calibrating of Barometers","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1957-1","Hai-Bo YeXuan-Song LiLi ShengKai Dong","2019","http://link.springer.com/article/10.1007/s11390-019-1957-1","Article"
"Cross Project Defect Prediction via Balanced Distribution Adaptation Based Transfer Learning","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1959-z","Zhou XuShuai PangTao ZhangXia-Pu LuoJin LiuYu-Tian TangXiao YuLei Xue","2019","http://link.springer.com/article/10.1007/s11390-019-1959-z","Article"
"Bug Triaging Based on Tossing Sequence Modeling","Journal of Computer Science and Technology","","34","5","10.1007/s11390-019-1953-5","Sheng-Qu XiYuan YaoXu-Sheng XiaoFeng XuJian Lv","2019","http://link.springer.com/article/10.1007/s11390-019-1953-5","Article"
"Editorial","International Journal of Information Technology","","11","3","10.1007/s41870-019-00320-y","M. N. Hoda","2019","http://link.springer.com/article/10.1007/s41870-019-00320-y","Article"
"Stance Detection Based on Ensembles of Classifiers","Programming and Computer Software","","45","5","10.1134/S0361768819050074","S. V. VychegzhaninE. V. Kotelnikov","2019","http://link.springer.com/article/10.1134/S0361768819050074","Article"
"EPiC: efficient privacy-preserving counting for MapReduce","Computing","","101","9","10.1007/s00607-018-0634-5","Triet Dang Vo-HuuErik-Oliver BlassGuevara Noubir","2019","http://link.springer.com/article/10.1007/s00607-018-0634-5","Article"
"Learner characteristics of m-learning preferences","International Journal of Information Technology","","11","3","10.1007/s41870-019-00279-w","Mazen Al-IsmailMohammad YaminYing-Hsang LiuTom Gedeon","2019","http://link.springer.com/article/10.1007/s41870-019-00279-w","Article"
"On the complexity of linearizability","Computing","","101","9","10.1007/s00607-018-0596-7","Jad Hamza","2019","http://link.springer.com/article/10.1007/s00607-018-0596-7","Article"
